UNITID,Rating
Southeast Missouri Hospital College of Nursing and Health Sciences,0.232518732447788
Saint Mary's College,0.233528627903355
Laboure College,0.238702279732936
University of Pittsburgh-Johnstown,0.24064661680843
Pennsylvania State University-Penn State Wilkes-Barre,0.243661057970296
Pennsylvania State University-Penn State Dubois,0.244875955163484
Pennsylvania State University-Penn State Berks,0.24519163711132
The College of Wooster,0.246445019959072
Pennsylvania State University-Penn State Lehigh Valley,0.246645687295292
Juniata College,0.248352690477968
Westminster College,0.251196548420023
Pennsylvania State University-Penn State Hazleton,0.25136178427357
Albion College,0.253560586903751
Pennsylvania State University-Penn State Abington,0.253571557908423
Pennsylvania State University-Penn State Mont Alto,0.253839409258102
Vermont Technical College,0.254228019328594
Charter College-Anchorage,0.254282743111652
Farmingdale State College,0.255239563946414
Dunwoody College of Technology,0.255610537699907
Saint Luke's College of Health Sciences,0.256268239833472
Linfield College-School of Nursing,0.257549093637841
University of Pittsburgh-Bradford,0.258449165442458
College of Biblical Studies-Houston,0.259774766904752
Randolph-Macon College,0.261237749129206
Pennsylvania State University-Penn State York,0.26280286335272
Hope College,0.262833886222609
Foothill College,0.262906627917844
Pennsylvania State University-Penn State Greater Allegheny,0.263051582463136
Baptist Memorial College of Health Sciences,0.263106172180176
Pennsylvania State University-Penn State Fayette- Eberly,0.263300301573552
Pennsylvania State University-Penn State Schuylkill,0.266103174625551
Pennsylvania State University-Penn State Beaver,0.267184146143899
Pennsylvania State University-Penn State Brandywine,0.267298939579476
Pennsylvania State University-Penn State New Kensington,0.267404166895421
Pennsylvania State University-Penn State Worthington Scranton,0.267461563613209
Hartwick College,0.267784397811131
Hanover College,0.268874737498843
Alma College,0.270288307285012
Pennsylvania State University-Penn State Shenango,0.272340284625221
Lawrence University,0.273968302920648
University of the Potomac-VA Campus,0.274902293375348
St Luke's College,0.276774173272811
Luther College,0.276994463688605
Ripon College,0.277240966879743
Carroll College,0.277700843064571
Mercy College of Health Sciences,0.278134645720287
Marion Military Institute,0.278624792170123
Lamar Institute of Technology,0.279802897908279
Akron Institute of Herzing University,0.280861490718113
University of New Hampshire at Manchester,0.280938514746821
Concordia College-New York,0.281585240058938
Central Maine Medical Center College of Nursing and Health Professions,0.282277298683325
The Christ College of Nursing and Health Sciences,0.282429854148175
Brigham Young University-Idaho,0.283253903544817
Knox College,0.284453118639296
Lycoming College,0.284731238551126
Morrison Institute of Technology,0.284781114618458
Wartburg College,0.285452120377532
Roanoke College,0.286206636893639
Blessing Rieman College of Nursing,0.28748000966964
Doane College-Crete,0.28797470276169
Messiah College,0.288534575567509
University of the Potomac-Washington DC Campus,0.290849014800885
Transylvania University,0.290882055523846
Northwood University-Florida,0.291223258796557
Trinity College of Nursing & Health Sciences,0.29141072905503
Cornell College,0.29570065940654
Bridgewater College,0.295787961417995
Cincinnati College of Mortuary Science,0.296774280663518
Presbyterian College,0.297028993082031
Wyo Tech-Blairsville,0.298718604197274
University of Minnesota-Morris,0.298944616669449
Berea College,0.299933538236972
Mercy College of Ohio,0.300260352011448
Northwood University-Texas,0.304347974930832
Island Drafting and Technical Institute,0.30451511902524
Eckerd College,0.304927335062013
Wyotech-Laramie,0.305414887939251
TESST College of Technology-Beltsville,0.307358762296241
TESST College of Technology-Towson,0.30754444591554
Trinity Christian College,0.307558590352024
Westminster College,0.307664452211365
Cogswell College,0.308221388153862
Texas Lutheran University,0.308667060813478
Central College,0.308721256806828
Worsham College of Mortuary Science,0.310048878082684
Fashion Institute of Design & Merchandising-San Francisco,0.310445321395635
University of Hawaii-West Oahu,0.310683312871035
Shorter University,0.310824122463412
Ohio Wesleyan University,0.311386177240231
Cabarrus College of Health Sciences,0.311457545840973
ITI Technical College,0.313398215614607
Concorde Career College-North Hollywood,0.314898882534791
Ohio State University-Marion Campus,0.315804471780592
Fashion Institute of Design & Merchandising-Los Angeles,0.316701563634568
Herzing University-Minneapolis,0.316897063369582
William Jewell College,0.317298720901562
Morehouse College,0.318268144601507
Ohio State University-Mansfield Campus,0.318970857378584
Ohio State University-Lima Campus,0.318980423498215
Ohio State University-Newark Campus,0.31969788247057
Beloit College,0.319726166070946
University of Mount Union,0.319745254371046
West Virginia University Institute of Technology,0.319942768272035
Culinary Institute of America,0.319945065535429
Dean Institute of Technology,0.32081543398214
Bluefield College,0.323258867949407
Herzing University-Winter Park,0.323909029059395
Florida College,0.323973219439469
Universal Technical Institute of Arizona Inc,0.324133855156955
Bard College at Simon's Rock,0.324547040309669
Franklin College,0.326031906395898
Monmouth College,0.327430775781359
The Art Institute of California-Argosy University San Diego,0.328127003134775
The Art Institute of California-Argosy University Hollywood,0.328213098211458
CUNY New York City College of Technology,0.330374010389146
University of Minnesota-Crookston,0.330383515567039
Pennsylvania College of Technology,0.335105728592522
St Joseph School of Nursing,0.335622224184262
Potomac State College of West Virginia University,0.336157341047251
William Jessup University,0.336764509269111
ITT Technical Institute-Wilmington,0.33840384103988
Marymount Manhattan College,0.339443108131847
Maria College of Albany,0.339872424512255
Florida Career College-Miami,0.340466815031684
Thaddeus Stevens College of Technology,0.341562853891232
Marian Court College,0.341646076286945
ITT Technical Institute-Norwood,0.342230288892438
Northwest Kansas Technical College,0.342342170379973
Ottawa University-Ottawa,0.342577720485662
Colby-Sawyer College,0.343058194454742
North Dakota State College of Science,0.343550525894664
The Art Institute of California-Argosy University Orange County,0.343710212014319
Northwest Iowa Community College,0.345825444860574
Heald College-San Jose,0.345949462295027
Ouachita Baptist University,0.346714432688768
ITT Technical Institute-Fort Lauderdale,0.347013348708136
Wisconsin Lutheran College,0.347305792102131
Spartan College of Aeronautics and Technology,0.347573961849766
The Art Institute of California-Argosy University Los Angeles,0.347766246738031
North Central Kansas Technical College,0.347839770806227
ITT Technical Institute-Greenfield,0.347969960671276
Lansdale School of Business,0.348891313402949
Nebraska College of Technical Agriculture,0.349491792339097
New England Culinary Institute,0.349570855543276
Herzing University-Birmingham,0.349737552064164
Illinois College,0.349780258193815
Concorde Career College-Garden Grove,0.350895290314946
Kaplan Career Institute-Nashville,0.351008065781512
Good Samaritan College of Nursing and Health Science,0.351490667322164
Kaplan Career Institute-Franklin Mills,0.351593310506053
Fountainhead College of Technology,0.351968915343756
SUNY College of Technology at Alfred,0.352488652560065
Flagler College-St Augustine,0.353027004035345
ECPI University,0.353116849699524
Hilbert College,0.353176448259305
College of San Mateo,0.353795752798535
Guilford College,0.35393675108823
Herzing University-Kenosha,0.354310157247971
MTI College,0.354367003153273
Mitchell Technical Institute,0.355603440729687
CUNY Medgar Evers College,0.356144021612284
Lincoln Technical Institute-Allentown,0.356224310074679
Bryan College-Gold River,0.356404703095378
Northwestern College,0.357241867085074
Lincoln College of Technology-Nashville,0.357737972895717
University of Pittsburgh-Titusville,0.357936809608975
Ohio University-Eastern Campus,0.359159825024105
The Art Institute of California-Argosy University Inland Empire,0.359771726875433
Bellevue College,0.359937272776809
Ohio University-Lancaster Campus,0.36022166430319
Blackburn College,0.360556143870151
The University of Virginia's College at Wise,0.360559078590974
Benjamin Franklin Institute of Technology,0.360870643250551
Refrigeration School Inc,0.360903414048017
Triangle Tech Inc-Sunbury,0.361601704280557
Northern Virginia Community College,0.362997175517965
Hamilton Technical College,0.363089174483178
Kendall College,0.363592614118759
Wyotech-Fremont,0.363684091406686
The Restaurant School at Walnut Hill College,0.36376949676903
Triangle Tech Inc-Greensburg,0.364281716388727
The Art Institute of California-Argosy University-Silicon Valley,0.36434433205924
Manchester University,0.365983048930122
Herzing University-Kenner,0.365999955437537
Prince George's Community College,0.366763199638792
Triangle Tech Inc-Dubois,0.367341376059395
County College of Morris,0.36735505075481
Herzing University-Atlanta,0.367358344425195
Lyon College,0.368094092988363
Ohio University-Zanesville Campus,0.368113712999092
Bethel College-North Newton,0.36844606633845
Mount Olive College,0.368557981885439
New Mexico Military Institute,0.369153499076662
St Andrews University,0.369300173919234
Madison Media Institute,0.369924132496336
Montgomery College,0.37062444774947
The College of Westchester,0.370817124769593
Belmont Abbey College,0.371235551050279
Fox College,0.37189467594726
Tulsa Welding School-Tulsa,0.372283926875974
Ohio University-Chillicothe Campus,0.37228454115838
Shoreline Community College,0.372819542423095
Triangle Tech Inc-Bethlehem,0.372891224056984
Heald College-Concord,0.373764117378808
Western State Colorado University,0.373821498826998
Virginia Wesleyan College,0.373890302518984
Maryville College,0.374144462452461
Lincoln College of Technology-West Palm Beach,0.374145076619146
Dickinson State University,0.374188216163884
Kentucky Wesleyan College,0.375138868736003
Wright State University-Lake Campus,0.375388836239766
Lincoln Technical Institute-Northeast Philadelphia,0.376711606450441
Minneapolis Business College,0.376854990877888
Ohio University-Southern Campus,0.3772876217256
Pennco Tech-Bristol,0.377325578463705
Berkeley College-Woodland Park,0.377585444173922
ITT Technical Institute-Atlanta,0.377624931528603
Coyne College,0.378237476140753
Linn State Technical College,0.379364389593356
Newbury College,0.379631685724846
Pima Medical Institute-Tucson,0.379684758993981
Bethany College,0.380073438654916
Oakton Community College,0.380862173956418
Moorpark College,0.381630459090561
Tennessee Wesleyan College,0.382668938465292
Unity College,0.38304709697524
Brazosport College,0.383312600046688
Lincoln Technical Institute-Center City Philadelphia,0.383407890192418
Heald College-Hayward,0.383487726762862
Culver-Stockton College,0.383748256704184
Remington College-Dallas Campus,0.38384102555864
Bismarck State College,0.384116116004575
Johnson & Wales University-Denver,0.38438736270814
Redstone College,0.384518776419307
TESST College of Technology-Baltimore,0.385256949507978
SUNY College of Technology at Delhi,0.385435636123256
Metropolitan State University of Denver,0.385592939663731
Eureka College,0.385891769944137
Central Baptist College,0.385901084716416
Lake Area Technical Institute,0.386045860350304
Dallas Institute of Funeral Service,0.386092575884619
YTI Career Institute-York,0.386456683733592
Heald College-Rancho Cordova,0.386503378957747
International Business College-Fort Wayne,0.386935049110526
The Art Institute of California-Argosy University Sacramento,0.386949072748228
Alvin Community College,0.386952225990333
Kaplan College-San Diego,0.386976279695026
Manhattan Area Technical College,0.387012069540582
Johnson & Wales University-Charlotte,0.3870563100853
Raritan Valley Community College,0.387060292150144
Renton Technical College,0.387477101644813
Southern California Institute of Technology,0.387538879967702
Huntingdon College,0.38856573901805
Briarcliffe College,0.388864417525455
Lincoln College of Technology-Columbia,0.388882538959163
Ohio Technical College,0.389643048587085
Johnson College,0.389900502069504
Ohio State University Agricultural Technical Institute,0.39089851088705
Presentation College,0.391314992680064
Davis & Elkins College,0.391565842343812
Great Basin College,0.391664199527449
Berkeley College-New York,0.392034733985863
Le Cordon Bleu College of Culinary Arts-Pasadena,0.393030930979179
Hampshire College,0.393073739598794
East Texas Baptist University,0.393564481775376
Heald College-Honolulu,0.393897682890831
SUNY College of Agriculture and Technology at Cobleskill,0.394044914297139
Anne Arundel Community College,0.394539815660711
Thiel College,0.394787466887884
Eastwick College-Ramsey,0.395284625508453
Eagle Gate College-Layton,0.39605308716523
SUNY Westchester Community College,0.396727719385486
Bryan University,0.396812055172493
Empire College School of Business,0.397306754780784
Central Methodist University-College of Liberal Arts and Sciences,0.398392423624329
Bloomfield College,0.398623651591965
Alice Lloyd College,0.398659569647668
McMurry University,0.398787993557709
Kaplan University-Omaha Campus,0.398920047289434
Orange Coast College,0.399259772420282
Marymount California University,0.399343373216929
Pennsylvania Institute of Technology,0.40018316355968
Florida Technical College,0.400223433550743
Barton College,0.400574706662057
Waldorf College,0.400588814228527
Massachusetts Bay Community College,0.400869647055417
Alexandria Technical & Community College,0.40119416200788
New England Institute of Technology,0.401397757921699
Ringling College of Art and Design,0.401409723420681
Fort Lewis College,0.401662799501297
Waukesha County Technical College,0.401718309692381
ITT Technical Institute-Spokane Valley,0.401918702525182
Adrian College,0.401972304460191
McPherson College,0.402102394659658
Colorado School of Trades,0.402185206684989
Holy Cross College,0.402433544103276
Wood Tobe-Coburn School,0.402623243228993
Lake Region State College,0.402683088150457
ITT Technical Institute-Everett,0.402875314488322
Highline Community College,0.402982993902795
William Peace University,0.403069976538631
Wells College,0.403071507825014
Quincy College,0.403074482760761
Green River Community College,0.403449271464816
Heald College-San Francisco,0.403463802522227
Advanced Technology Institute,0.403600688640052
Manor College,0.403844410480489
National American University-Albuquerque,0.404711399257989
Bates Technical College,0.405179344678911
City College of San Francisco,0.405221106464767
Salt Lake Community College,0.405308827602529
Johnson & Wales University-North Miami,0.405930264118044
San Diego Mesa College,0.405999745987698
Fox Valley Technical College,0.40609002863698
Fashion Institute of Design & Merchandising-Orange County,0.406106517709594
Fashion Institute of Design & Merchandising-San Diego,0.406106517709594
Suffolk County Community College,0.406123331942847
Oklahoma Panhandle State University,0.406150211412906
Platt College-Los Angeles,0.406735167416932
Kent State University at Tuscarawas,0.407069060897927
Kaplan College-Vista,0.407295528826348
Columbus College of Art and Design,0.407627701181089
CUNY Kingsborough Community College,0.407634737645309
MacMurray College,0.407756796604457
Living Arts College,0.407955479948769
Chippewa Valley Technical College,0.408339012357161
ITT Technical Institute-Seattle,0.40861498626716
Kaplan College-Palm Springs,0.409208752752627
University of Phoenix-Jersey City Campus,0.409411525006163
Eagle Gate College-Murray,0.409445654649184
Highlands College of Montana Tech,0.409960517206468
Cottey College,0.409972654158885
Bethany Lutheran College,0.410148070414469
Southern Vermont College,0.410279275677778
Rio Salado College,0.41037096187781
College of Southern Maryland,0.410419109515542
Rockland Community College,0.410534751865812
Dixie State University,0.410595545628404
Northcentral Technical College,0.410650007732988
American Academy McAllister Institute of Funeral Service,0.410886551816416
Lincoln College of Technology-Grand Prairie,0.410897008279102
Kent State University at Stark,0.410943339348643
Rochester College,0.411110788209012
Irvine Valley College,0.411162413137547
Rasmussen College-Florida,0.411451870994141
Howard Community College,0.411610631858035
Platt College-Ontario,0.412053929931988
Lake Washington Institute of Technology,0.412231417349685
Aviation Institute of Maintenance-Chesapeake,0.412632194981897
Inver Hills Community College,0.412640602392157
Dean College,0.413169221861772
Triangle Tech Inc-Pittsburgh,0.413264989137423
The Art Institute of Ohio-Cincinnati,0.413662429532116
University of Maine at Farmington,0.413858667915178
Southeast Technical Institute,0.413972940140282
Nassau Community College,0.413973722379957
Stevens-Henager College-Logan,0.414078174092923
Lincoln College of Technology-Denver,0.414194599140403
The Illinois Institute of Art-Schaumburg,0.414370322384839
Southern Maine Community College,0.414385094597891
AIB College of Business,0.41497657816976
CUNY Queensborough Community College,0.415175766491507
Le Cordon Bleu College of Culinary Arts-Scottsdale,0.415291521560376
Kent State University at Salem,0.415353320498716
Kent State University at East Liverpool,0.416013382753283
Williams Baptist College,0.416377182208018
Hesston College,0.416425613161963
Hallmark College,0.416635213993409
Heald College-Portland,0.416856370006181
Oklahoma State University Institute of Technology,0.417190015326556
Le Cordon Bleu College of Culinary Arts-San Francisco,0.417459592853318
Colorado Northwestern Community College,0.417907373433716
Kent State University at Geauga,0.417974437277719
SBI Campus-An Affiliate of Sanford-Brown,0.41807531174679
Rosedale Technical Institute,0.41821067949184
ITT Technical Institute-Harrisburg,0.418759245943605
Hudson Valley Community College,0.418770049248306
Paul Smiths College of Arts and Science,0.418845924657455
National American University-Wichita,0.419060578705083
Le Cordon Bleu College of Culinary Arts-Las Vegas,0.419117969412934
Brewton-Parker College,0.419119341767515
Limestone College,0.419207562747953
Becker College,0.419279606074823
Northeastern Junior College,0.419417505465958
Everett Community College,0.419486318452953
Arkansas State University-Newport,0.419856128330524
Anoka Technical College,0.420093776222324
Lees-McRae College,0.420366097570825
St Cloud Technical and Community College,0.420539278132501
ITT Technical Institute-Tarentum,0.420672469869884
Manhattan Christian College,0.420764672917333
Des Moines Area Community College,0.420802195340894
Gordon State College,0.421311254773533
Mt San Antonio College,0.421690285518143
Middlesex County College,0.422183782771934
Abraham Baldwin Agricultural College,0.422286442817998
Kent State University at Trumbull,0.422862724409362
Snow College,0.42298315649998
Missouri Southern State University,0.423183033233566
Southeast Community College Area,0.423686836705047
Welch College,0.423745053676254
The Baptist College of Florida,0.4239286772572
Galen College of Nursing-Louisville,0.424075430651698
Lincoln Trail College,0.424288708886091
Newberry College,0.424626191273827
Mayville State University,0.424642626223267
NHTI-Concord's Community College,0.425016599162546
Galen College of Nursing-Tampa Bay,0.425032042614838
Dawson Community College,0.425072164165566
Cleveland Institute of Art,0.425317495061941
West Liberty University,0.425780933333229
Heald College-Roseville,0.425938346932411
Central Christian College of Kansas,0.425944782621222
Charter Oak State College,0.425985453717685
Globe Institute of Technology,0.426125276531206
North Carolina Wesleyan College,0.426230346220416
Northeast Wisconsin Technical College,0.426256641976491
Santa Barbara Business College-Ventura,0.426489164696798
Hawkeye Community College,0.426582109030475
Normandale Community College,0.426591790502929
Bergen Community College,0.426782614908289
Santa Barbara City College,0.427054018417127
Napa Valley College,0.427097594413605
Kent State University at Ashtabula,0.427349234516487
San Jacinto Community College,0.427553543252129
Vatterott College-Des Moines,0.428118318872933
Manchester Community College,0.428131117025925
Western Texas College,0.428308060890444
ITT Technical Institute-Arlington Heights,0.428325365575001
ITT Technical Institute-Liverpool,0.428325365575001
ITT Technical Institute-Dunmore,0.428325365575001
New York Career Institute,0.428357440467712
Blinn College,0.428752377882728
Galen College of Nursing-San Antonio,0.428858490467396
New Castle School of Trades,0.428859919566139
Professional Golfers Career College,0.429269627125139
ITT Technical Institute-Levittown,0.429281977538141
Minnesota School of Business-Moorhead,0.429361917814551
Santa Rosa Junior College,0.429526957113137
Salina Area Technical College,0.42953314267001
Young Harris College,0.429896291443097
Wisconsin Indianhead Technical College,0.429970569840861
Commonwealth Institute of Funeral Service,0.43009672618904
ITT Technical Institute-Sylmar,0.43023858950128
Platt College-San Diego,0.430383685347063
Athens State University,0.430453044752686
Saddleback College,0.430571667423648
American Career College-Los Angeles,0.430670297466389
National American University-Sioux Falls,0.430855604210594
Asnuntuck Community College,0.430900989185583
Mid-America College of Funeral Service,0.431115395587984
ITT Technical Institute-Houston West,0.43119520146442
Northeast Community College,0.43131028844899
Pasadena City College,0.431367748512689
Dalton State College,0.431394686858973
Stevens-Henager College-Ogden,0.431440681223906
Arlington Baptist College,0.431526336326614
CUNY Borough of Manhattan Community College,0.431711344090466
Edmonds Community College,0.431870137096989
Western Technical College,0.432168841538239
University of the Ozarks,0.432227662794844
Peirce College,0.432249265774913
The Art Institute of Seattle,0.432284283028753
Burlington County College,0.43232279070691
Bucks County Community College,0.432762857103542
Grossmont College,0.432829595241698
The New England Institute of Art,0.432906057299801
ITT Technical Institute-Knoxville,0.433108425390699
ATS Institute of Technology,0.433413936779282
Life Pacific College,0.433414442516174
Martin Methodist College,0.43362606744702
L'Ecole Culinaire-St Louis,0.433857990651771
Dakota County Technical College,0.434033948259941
ITT Technical Institute-Houston North,0.434065037353839
Broward College,0.43408266504248
College of the Canyons,0.434149863264345
Pinnacle Career Institute-South Kansas City,0.434232088479788
Arapahoe Community College,0.434571004334455
Delaware County Community College,0.434690962847601
Arizona Christian University,0.434895959841448
ITT Technical Institute-Webster,0.435021649316978
The Art Institutes of York-PA,0.435159106396115
Cazenovia College,0.435228478830666
Gwinnett Technical College,0.435347287212051
Northland College,0.435366529750339
Moraine Park Technical College,0.43575074691109
Harford Community College,0.435823017086265
ITT Technical Institute-Arlington,0.435978261280118
ITT Technical Institute-Lathrop,0.435978261280118
Vincennes University,0.436240885393096
American Musical and Dramatic Academy,0.436258741565667
Truett-McConnell College,0.436306215177692
Emmanuel College,0.436369335038134
Wharton County Junior College,0.436535987927903
Pittsburgh Institute of Mortuary Science Inc,0.436667951644105
Johnson County Community College,0.436676525781806
ITT Technical Institute-Orland Park,0.436934873243257
ITT Technical Institute-Oak Brook,0.436934873243257
Western Technical College,0.436951901353937
Mount Ida College,0.437054994544555
The Creative Center,0.437196239490556
Lakeshore Technical College,0.437212740318233
Santa Fe College,0.437431696549391
Montgomery County Community College,0.437731100226484
ITT Technical Institute-Troy,0.437891485206397
ITT Technical Institute-Omaha,0.437891485206397
West Virginia University at Parkersburg,0.437995887220849
Harper College,0.438019887113381
Lewis-Clark State College,0.4380566677685
Bellingham Technical College,0.438248001582077
Vatterott College-Spring Valley,0.438395491951085
College of DuPage,0.438404066088786
Garden City Community College,0.438525681750572
Ferrum College,0.438531967155886
Anoka-Ramsey Community College,0.438538027526832
Milwaukee Institute of Art & Design,0.438673432488843
Middlesex Community College,0.438819932102592
ITT Technical Institute-Dayton,0.438848097169537
ITT Technical Institute-Getzville,0.438848097169537
ITT Technical Institute-Albany,0.438848097169537
Hibbing Community College,0.438887551419914
Gloucester County College,0.438932923080043
Hennepin Technical College,0.438994816661959
Red Rocks Community College,0.439359677427814
University of Science and Arts of Oklahoma,0.439591274943696
ITT Technical Institute-Richmond,0.439804709132676
Midland College,0.440167511441499
Cuesta College,0.440219896678335
The Illinois Institute of Art-Chicago,0.440399733901867
Le Cordon Bleu College of Culinary Arts-Chicago,0.440553489998909
SUNY College of Technology at Canton,0.440704066320088
ITT Technical Institute-Rancho Cordova,0.440761321095816
ITT Technical Institute-Portland,0.440761321095816
Rasmussen College-Minnesota,0.440838990501789
Pittsburgh Technical Institute,0.440880579720292
Mandl School-The College of Allied Health,0.440921061696849
Capital Community College,0.441188751233473
CUNY LaGuardia Community College,0.441351381772192
Western Wyoming Community College,0.441393525665253
ITT Technical Institute-Pittsburgh,0.441717933058955
ITT Technical Institute-Henderson,0.441717933058955
ITT Technical Institute-Duluth,0.441717933058955
Williston State College,0.441816139851074
Iowa Wesleyan College,0.441827131287349
American Career College-Anaheim,0.442149641024064
North Iowa Area Community College,0.442190077482704
Tarrant County College District,0.44240094780674
Berklee College of Music,0.442422200741738
Vatterott College-St Joseph,0.442467498320027
Hickey College,0.442555378543814
ITT Technical Institute-San Antonio,0.442674545022095
ITT Technical Institute-San Bernardino,0.442674545022095
ITT Technical Institute-Richardson,0.442674545022095
ITT Technical Institute-Canton,0.442674545022095
Cypress College,0.442818898203722
Bay State College,0.442873951270744
Rogers State University,0.442930514385495
Westwood College-Denver North,0.44351354399128
College of Business and Technology-Kendall,0.4435294547009
ITT Technical Institute-Youngstown,0.443631156985235
North Hennepin Community College,0.443687394774857
Davis College,0.443839257423743
University of Maine at Fort Kent,0.443927969497056
Lincoln College,0.44416780244509
Sterling College,0.444376159308249
ITT Technical Institute-Orange,0.444587768948374
ITT Technical Institute-Albuquerque,0.444587768948374
ITT Technical Institute-Greenville,0.444587768948374
ITT Technical Institute-Plymouth Meeting,0.444587768948374
Berks Technical Institute,0.444617001054774
Southwest Wisconsin Technical College,0.444764024679287
Northwest Vista College,0.444773127733449
Saint Catharine College,0.444957745794294
York College,0.444993468953574
Tunxis Community College,0.445102920223794
Collin County Community College District,0.445225619383792
Latter-day Saints Business College,0.445392845400305
ITT Technical Institute-San Dimas,0.445544380911514
ITT Technical Institute-Tampa,0.445544380911514
ITT Technical Institute-Austin,0.445544380911514
ITT Technical Institute-Arnold,0.445544380911514
Valencia College,0.445702114974753
American Academy of Dramatic Arts-New York,0.445832017491492
Iowa Western Community College,0.445901869698876
Solano Community College,0.446015777055123
Central Texas College,0.446437622519524
ITT Technical Institute-Murray,0.446500992874653
ITT Technical Institute-Lake Mary,0.446500992874653
ITT Technical Institute-Miami,0.446500992874653
ITT Technical Institute-Hilliard,0.446500992874653
Hillsborough Community College,0.446787453679102
Santa Ana College,0.446892492888553
Concorde Career College-Aurora,0.447090190592419
Lord Fairfax Community College,0.447091622695836
Emmaus Bible College,0.447267300074018
Delaware Technical Community College-Stanton/Wilmington,0.447289548907135
Illinois Central College,0.44747214000885
Georgia Highlands College,0.44751523750577
Los Angeles Pierce College,0.447569076919373
Morrisville State College,0.44767830351442
Orleans Technical Institute,0.447733743579531
Pierce College at Fort Steilacoom,0.447741758629859
Pierce College at Puyallup,0.447741758629859
Front Range Community College,0.447751395106103
Sheridan College,0.447782044034476
Redlands Community College,0.447797019371057
Northland Community and Technical College,0.447879462710084
Vatterott College-Sunset Hills,0.448016693146876
Ohio Christian University,0.448034990504105
Florida State College at Jacksonville,0.448316498629977
ITT Technical Institute-Boise,0.448414216800932
ITT Technical Institute-Strongsville,0.448414216800932
Rochester Community and Technical College,0.448457379473101
Pratt Community College,0.44883569883483
Frederick Community College,0.448844786476427
Central Christian College of the Bible,0.448911868121366
College of Health Care Professions-Northwest,0.449076322671431
Mid-State Technical College,0.449130002346183
Seward County Community College and Area Technical School,0.449149524637968
Florida Gateway College,0.449164906767804
Palm Beach State College,0.449175148111579
ITT Technical Institute-National City,0.449370828764072
ITT Technical Institute-Eden Prairie,0.449370828764072
Sussex County Community College,0.449449014323566
Columbia Basin College,0.449641907438685
Minnesota West Community and Technical College,0.449664438394713
Kirkwood Community College,0.449693788837085
Golden West College,0.449891066555857
Nashua Community College,0.450066633828139
Triton College,0.450083669580235
Carrington College-Spokane,0.45031374343535
ITT Technical Institute-Earth City,0.450327440727212
ITT Technical Institute-Torrance,0.450327440727212
ITT Technical Institute-Saint Rose,0.450327440727212
National American University-Overland Park,0.450944455436525
Western Technical College,0.45109661213341
Naugatuck Valley Community College,0.451261175087601
ITT Technical Institute-Tucson,0.451284052690351
ITT Technical Institute-Wyoming,0.451284052690351
ITT Technical Institute-Westminster,0.451284052690351
Ridgewater College,0.451325871749187
