UNITID,Rating
Concordia College-New York,0.170985356372052
Southwestern University,0.171071256179197
Luther College,0.171127831239521
CUNY Medgar Evers College,0.17124623751961
Albion College,0.172290475370817
Trinity Christian College,0.172757749747955
Cabarrus College of Health Sciences,0.173421882798955
North Dakota State College of Science,0.173607243206889
Vermont Technical College,0.173673584585324
County College of Morris,0.173803340121399
Berea College,0.174421307362984
University of Pittsburgh-Johnstown,0.174619218040479
West Virginia University Institute of Technology,0.174890721213353
Messiah College,0.174919273399384
Culinary Institute of America,0.175185230279927
Shoreline Community College,0.175691333854392
Transylvania University,0.176000620126943
Hampden-Sydney College,0.176507737572811
Hanover College,0.176708748193039
Alvin Community College,0.176877798513143
Washington & Jefferson College,0.177308022884936
Thaddeus Stevens College of Technology,0.17866331467571
William Jewell College,0.17880271623303
Knox College,0.179304626958844
Roanoke College,0.179591281564584
Spelman College,0.179835605530358
Nebraska College of Technical Agriculture,0.179949649344113
Renton Technical College,0.180122847103164
Pennsylvania College of Technology,0.180343337014302
Lawrence University,0.180538376247017
Wartburg College,0.181001655953388
Prince George's Community College,0.181250288914248
Eckerd College,0.183965559062793
Montgomery College,0.18442709673333
Potomac State College of West Virginia University,0.184539265893827
University of New Hampshire at Manchester,0.184724499331905
Lycoming College,0.184772484302945
Marian Court College,0.185704869520983
Ouachita Baptist University,0.18609995058278
Ohio Wesleyan University,0.186648560932008
Morrison Institute of Technology,0.186737481166334
Bridgewater College,0.186787654805926
Anne Arundel Community College,0.1873303095379
Cornell College,0.187404600778008
Central Maine Medical Center College of Nursing and Health Professions,0.187581036810365
SUNY College of Technology at Alfred,0.187603489018477
Florida College,0.187765089515899
Bismarck State College,0.18794631414882
Mitchell Technical Institute,0.187985411164264
Beloit College,0.188336192820598
Great Basin College,0.188904817498418
Alma College,0.189117889983389
University of Pittsburgh-Bradford,0.189470093520127
Westminster College,0.189497448604083
Metropolitan State University of Denver,0.190350908412532
Dickinson State University,0.190824580337099
Saint Luke's College of Health Sciences,0.191286636192523
Hartwick College,0.191383778351487
Bates Technical College,0.191472965402677
The University of Virginia's College at Wise,0.192070146520422
University of Mount Union,0.192786874734658
Marymount Manhattan College,0.192935559469737
Carroll College,0.192953606134532
Flagler College-St Augustine,0.192985077672666
Randolph-Macon College,0.194265367587052
Allegheny College,0.194638205736783
Green River Community College,0.194931471028779
CUNY Kingsborough Community College,0.195080775008432
St Joseph's College of Nursing at St Joseph's Hospital Health Center,0.195182624120554
Central College,0.195523605580903
Bard College at Simon's Rock,0.19593684642668
CUNY Queensborough Community College,0.197181533079351
Hilbert College,0.197242524872802
Salt Lake Community College,0.197358732484766
Lake Region State College,0.197370794803949
Franklin College,0.198206834287332
New Mexico Military Institute,0.198643258197118
Howard Community College,0.198696107659256
Monmouth College,0.199213404025067
Northwestern College,0.199416368813019
Everett Community College,0.199839233206733
Guilford College,0.200161571156109
Lake Washington Institute of Technology,0.200322324241453
Linn State Technical College,0.200865533612098
Illinois College,0.200964421784896
Morehouse College,0.201406412149204
Mount Olive College,0.20171107687419
Shorter University,0.202367629359767
Edmonds Community College,0.202673272470204
Massachusetts Bay Community College,0.203087840315541
Benjamin Franklin Institute of Technology,0.203210699182957
Lyon College,0.203692431931588
Cincinnati College of Mortuary Science,0.204376519858204
Colby-Sawyer College,0.204627452558898
Santa Barbara City College,0.205399471881644
Hudson Valley Community College,0.205509581433059
SUNY College of Technology at Delhi,0.206354522424806
Southern Maine Community College,0.206751526176825
Central Baptist College,0.207115173594523
Fort Lewis College,0.207142821712572
Blackburn College,0.207670153160972
Ohio State University Agricultural Technical Institute,0.208138296488028
Des Moines Area Community College,0.20828070032586
Manchester Community College,0.208987620088818
Laboure College,0.209152693985683
College of the Canyons,0.20923506683192
Northeastern Junior College,0.209903244927999
Tennessee Wesleyan College,0.209986201385902
Good Samaritan College of Nursing and Health Science,0.210562896877751
St Andrews University,0.210764122686753
Oklahoma State University Institute of Technology,0.210849521529428
Maryville College,0.211017373378551
Middlesex County College,0.21115592506086
Texas Lutheran University,0.212293989980656
North Central Kansas Technical College,0.212408938047251
Cuesta College,0.212572991230245
Blessing Rieman College of Nursing,0.212590628355089
Wisconsin Lutheran College,0.212830583458358
CUNY Borough of Manhattan Community College,0.213463101472296
Bucks County Community College,0.213905168221754
Salina Area Technical College,0.21404279003113
Bethany College,0.214606305734911
Burlington County College,0.214628427615841
William Jessup University,0.214707455618932
Broward College,0.214719613640773
Ohio University-Lancaster Campus,0.214960250297439
Blinn College,0.215002454336093
Crouse Hospital College of Nursing,0.215494072856114
Belmont Abbey College,0.215539209811081
Harford Community College,0.215625827801642
West Virginia University at Parkersburg,0.215888221444339
Western State Colorado University,0.215986816504767
Asnuntuck Community College,0.21601630299517
Manchester University,0.216327026844465
Pierce College at Fort Steilacoom,0.21653322468679
Kentucky Wesleyan College,0.216768256882437
Midland College,0.216829079596874
Huntingdon College,0.217107535365969
Newbury College,0.217210027467033
Gloucester County College,0.217312458586582
Dalton State College,0.21748453165
Snow College,0.218006665380639
Capital Community College,0.218032685118582
College of DuPage,0.218317577902206
CUNY LaGuardia Community College,0.218324292920762
Lord Fairfax Community College,0.218468409935595
Columbia Basin College,0.218512434873425
Oklahoma Panhandle State University,0.21851825029496
Dixie State University,0.218899215490186
Hawkeye Community College,0.219138066363688
Garden City Community College,0.219357121684855
Manor College,0.219448646776102
Bellingham Technical College,0.219556744451201
Collin County Community College District,0.219561192456663
Abraham Baldwin Agricultural College,0.219700290867927
SUNY College of Agriculture and Technology at Cobleskill,0.219831831503306
Vincennes University,0.220231887539756
Southeast Technical Institute,0.220252944479118
Santa Ana College,0.220420665953741
Menlo College,0.220455814772741
Montgomery County Community College,0.220884476273253
Virginia Wesleyan College,0.22096421813183
Pierce College at Puyallup,0.22108424733536
Bethel College-North Newton,0.221110103383244
Santa Fe College,0.221283400438173
Harper College,0.222010319624537
East Texas Baptist University,0.222050910483634
Tunxis Community College,0.222098459683283
Johnson County Community College,0.222351562725882
Palm Beach State College,0.222431081632697
Wharton County Junior College,0.222438267951382
Maria College of Albany,0.222823886495778
Holy Cross College,0.222998623264692
Unity College,0.223000122338317
St Charles Community College,0.223181238753126
Germanna Community College,0.223330030599751
Naugatuck Valley Community College,0.223383607951808
Baptist Memorial College of Health Sciences,0.223653741964345
Chipola College,0.223732520140692
Culver-Stockton College,0.223747922312384
McMurry University,0.224391915678586
Valencia College,0.224618927888539
Santa Monica College,0.224653266484241
Northwest Florida State College,0.224762471446958
Central Methodist University-College of Liberal Arts and Sciences,0.224994342840732
Bunker Hill Community College,0.225076705049121
Lakeshore Technical College,0.225084943368692
Johnson & Wales University-Denver,0.225437763344655
John Tyler Community College,0.225456567231928
Lake-Sumter State College,0.225463890384015
Front Range Community College,0.225994145300795
Rochester College,0.226037633053817
New England Institute of Technology,0.226136682259932
Charter Oak State College,0.226419546223583
Eureka College,0.226496178047637
Florida Gateway College,0.226867752036073
North Central Texas College,0.226938445721737
Truckee Meadows Community College,0.227027388561676
Williston State College,0.227230261725381
Highline Community College,0.227350294014663
Hampshire College,0.227593140732672
Wright State University-Lake Campus,0.22767467130204
Brookdale Community College,0.227676735269504
University of Maine at Farmington,0.227789823463136
Elgin Community College,0.228145403694118
Johnson College,0.228558427210138
Latter-day Saints Business College,0.22888866883414
Athens State University,0.228908655957652
Polk State College,0.229104016400488
Alice Lloyd College,0.229862793016889
Clover Park Technical College,0.229906151146861
Western Oklahoma State College,0.229970359767597
Edison State College,0.230038711787759
Central Maine Community College,0.230090561886743
Tacoma Community College,0.230095875593296
Johnson & Wales University-Charlotte,0.230226318482139
Cochise College,0.230503767116303
Sheridan College,0.230514454166076
Presentation College,0.230543901610101
Kirkwood Community College,0.230783845684405
Missouri Southern State University,0.230902426918978
South Puget Sound Community College,0.231152101241881
Florida State College at Jacksonville,0.23129864095242
Georgia Highlands College,0.231326422896223
McPherson College,0.231567466591663
Williams Baptist College,0.232186873961256
The Community College of Baltimore County,0.232285634058469
Quincy College,0.232306257251746
Austin Community College District,0.232330765678244
Walla Walla Community College,0.232336568966566
Highland Community College,0.232403628331004
Hutchinson Community College,0.23262834771463
Ottawa University-Ottawa,0.232770004077856
Adrian College,0.232796167296918
Marymount California University,0.2328791486684
Whatcom Community College,0.233087309876462
Community College of Aurora,0.233402132457095
Blue Ridge Community College,0.233765375132469
Casper College,0.233789818322277
Onondaga Community College,0.233846610526009
AIB College of Business,0.233871011542126
Quinsigamond Community College,0.234126535228547
Cloud County Community College,0.234253759143364
Manhattan Area Technical College,0.234284397221236
Ocean County College,0.234542519235321
Gulf Coast State College,0.234557519368901
Skagit Valley College,0.234666884511834
Riverside City College,0.23509314065321
Mid-State Technical College,0.235361971424141
Warren County Community College,0.235415109172124
Dodge City Community College,0.235424766793023
Macomb Community College,0.23544065327985
Victoria College,0.23546516689933
Rogers State University,0.235549211001005
Seminole State College of Florida,0.23556830951662
Three Rivers Community College,0.235736872388515
Big Bend Community College,0.235814099780368
Barton College,0.235911129648187
Odessa College,0.236570197088359
Lewis-Clark State College,0.236666228819328
Arizona Christian University,0.236687292573703
Miami Dade College,0.23676369198005
City College of San Francisco,0.236791193076447
Thiel College,0.236842634463806
North Iowa Area Community College,0.237024840888493
Pratt Community College,0.237095739662257
Brewton-Parker College,0.237113348750946
Clark College,0.237284109437335
College of Southern Nevada,0.237370545562027
CUNY Bronx Community College,0.237423408864699
Dean College,0.237479924003943
University of Maine at Fort Kent,0.237606040478938
Nassau Community College,0.237826174525314
Johnson & Wales University-North Miami,0.238002053987739
Hillsborough Community College,0.238109517129831
University of Wisconsin Colleges,0.238784424598097
New River Community College,0.238861919209145
Mt San Antonio College,0.239122233305457
Limestone College,0.239212993018884
Waukesha County Technical College,0.239245439027483
Wenatchee Valley College,0.239367799721149
Bowling Green State University-Firelands,0.239486939203433
Olympic College,0.239725951204417
Minnesota State Community and Technical College,0.239815846039738
Gateway Community College,0.239931637826768
Central Wyoming College,0.240013230148779
Truett-McConnell College,0.24016817137934
The Baptist College of Florida,0.240229437759995
Welch College,0.240235345670011
Alexandria Technical & Community College,0.240453424363375
Eastern Florida State College,0.240453957938437
Camden County College,0.240493640270371
Martin Methodist College,0.241180038641913
Richard Bland College of the College of William and Mary,0.24153685885634
Schoolcraft College,0.241563670895146
Middlesex Community College,0.241657488814669
University of the Ozarks,0.241907471382765
University of Arkansas-Fort Smith,0.241928305656427
Danville Community College,0.24198708372285
Parkland College,0.24211159415961
Cowley County Community College,0.242148393420936
Northeast Iowa Community College-Calmar,0.242323977057267
Housatonic Community College,0.242340730742705
Davis College,0.242449893513352
Pasco-Hernando Community College,0.242725988899904
Piedmont Virginia Community College,0.24280753461131
Weatherford College,0.243087800386088
Hagerstown Community College,0.24311292632873
SUNY College of Technology at Canton,0.24334454082787
Kennebec Valley Community College,0.243354026927303
Yakima Valley Community College,0.243355256923653
Louisiana State University-Alexandria,0.243482717115307
Century College,0.243488640992253
Pensacola State College,0.243541799770943
Paul Smiths College of Arts and Science,0.243634302004327
North Carolina Wesleyan College,0.243734811597932
Clarendon College,0.243766899993163
Oklahoma State University-Oklahoma City,0.243783327808357
Columbus College of Art and Design,0.243809149249677
Dakota College at Bottineau,0.24388485263179
Ringling College of Art and Design,0.243965630581371
William Peace University,0.244114091241972
Niagara County Community College,0.24414008987571
Wells College,0.244457003695208
Bethany Lutheran College,0.244498178341864
San Juan College,0.244693628056321
Becker College,0.244745421869856
Volunteer State Community College,0.2448389489836
Davis & Elkins College,0.244853601550707
Fox Valley Technical College,0.245618315980117
Panola College,0.245840273158573
Colorado Northwestern Community College,0.245889305635934
Central Christian College of Kansas,0.246403175340319
Bergen Community College,0.246661896711447
Emmanuel College,0.246782833148561
Life Pacific College,0.246792681128308
Berklee College of Music,0.246821720978209
Community College of Beaver County,0.247033364938093
Adirondack Community College,0.247044689543298
Southern Vermont College,0.247167131966613
Rio Salado College,0.247328756870662
The University of Montana-Western,0.247406392135575
Northern Maine Community College,0.247423850814766
Cazenovia College,0.247522315934337
Cisco College,0.247581548795825
Pasadena City College,0.247640195602558
Tallahassee Community College,0.247744040793155
Hesston College,0.247799319181129
Lees-McRae College,0.247888247334755
Manhattan Christian College,0.247986491106966
Otero Junior College,0.247991396892589
Newberry College,0.248008217376927
Tulsa Community College,0.248037364743452
University of South Carolina-Sumter,0.248103812949978
Southern Arkansas University Tech,0.248327969445542
Wytheville Community College,0.248481504465828
State College of Florida-Manatee-Sarasota,0.248745008203281
Massasoit Community College,0.248810929356315
Georgia Perimeter College,0.248873650377185
Eastern Maine Community College,0.248956431208085
Frank Phillips College,0.249017405261929
Inver Hills Community College,0.249072082669402
Pearl River Community College,0.249321706578974
Amarillo College,0.249459408785749
University of Pittsburgh-Titusville,0.249522059369685
Southwestern Community College,0.249572487988227
Napa Valley College,0.249705394133663
Howard College,0.249758954711359
Pikes Peak Community College,0.249989292448296
Central Virginia Community College,0.250016912077114
Jefferson Community College,0.250076905545602
Chippewa Valley Technical College,0.250426005899348
Lehigh Carbon Community College,0.250445928771221
Arkansas State University-Newport,0.250613799502295
Butler Community College,0.250769671465685
Texas State Technical College-Waco,0.250798320836772
Ohio Christian University,0.25080923797698
Morrisville State College,0.25081072338539
College of the Desert,0.250933097998383
Monroe Community College,0.250992209051309
Ozark Christian College,0.251306470770471
Kansas City Kansas Community College,0.251310300384523
Iowa Lakes Community College,0.251333848648539
Lincoln College,0.251571557587354
Jefferson State Community College,0.251693407996448
Mount Ida College,0.251821904451122
Missouri Valley College,0.251838772822501
Glenville State College,0.252039969365887
SUNY Broome Community College,0.252317443507944
Wake Technical Community College,0.252460742671264
Labette Community College,0.25248083430198
Indian Hills Community College,0.252482376306189
Genesee Community College,0.252613958246631
Corning Community College,0.252808326277989
Central Christian College of the Bible,0.252811314338569
University of South Carolina-Beaufort,0.252869327720908
Northwest Vista College,0.253126916374789
Allen County Community College,0.253221254201834
Saint Catharine College,0.253404573484347
Vernon College,0.253461947717862
College of Central Florida,0.253569552110159
Commonwealth Institute of Funeral Service,0.253579825363504
Mississippi Gulf Coast Community College,0.253853174050289
McHenry County College,0.254018813388042
Pima Community College,0.254120314721721
Holyoke Community College,0.254123872771191
Northcentral Technical College,0.254271758313931
Kent State University at Tuscarawas,0.254309162137759
Normandale Community College,0.254315263738011
St Cloud Technical and Community College,0.254516498118745
Cecil College,0.254519888023992
St Petersburg College,0.254673877531752
New Mexico State University-Carlsbad,0.254680509691336
Clackamas Community College,0.25491572280982
Saint Johns River State College,0.254918835385987
Tidewater Community College,0.254965790830196
J Sargeant Reynolds Community College,0.255086122849094
Central Community College,0.25513632617221
Kent State University at Salem,0.255414129562036
Flint Hills Technical College,0.255422416288499
MacMurray College,0.255423884679065
CUNY Hostos Community College,0.255553816509341
Brazosport College,0.255665490326673
Central Arizona College,0.255741926526516
Lee College,0.255966873989642
Trinidad State Junior College,0.256109079284249
Emmaus Bible College,0.256204286252025
Bristol Community College,0.256263308048897
NorthWest Arkansas Community College,0.256328570765803
Solano Community College,0.256343102540502
Jones County Junior College,0.256463562559735
Middlesex Community College,0.256566283780525
Sterling College,0.256627274629891
Kent State University at Geauga,0.256647891309611
Young Harris College,0.256738970355787
Pennsylvania Highlands Community College,0.256958690686765
Northeast Wisconsin Technical College,0.257047424947316
Anoka Technical College,0.257159414652808
Iowa Wesleyan College,0.257185812673743
Western Texas College,0.257283422090533
Red Rocks Community College,0.257477104656785
Motlow State Community College,0.257477809851372
Northland College,0.257754313539827
Eastern New Mexico University-Roswell Campus,0.257834067760564
New Mexico State University-Dona Ana,0.257865672600924
City Colleges of Chicago-Wilbur Wright College,0.257920083906531
Community College of Allegheny County,0.258566168713375
Triton College,0.258700488783377
Cogswell College,0.258776123776745
Lakeland Community College,0.259005082737272
Milwaukee Institute of Art & Design,0.259008269056776
Eastern Idaho Technical College,0.259054690358733
Northeast Community College,0.259185923177341
Kent State University at Stark,0.25943911367061
Arapahoe Community College,0.259467511323061
Snead State Community College,0.259623903267582
Wichita Area Technical College,0.259638367432568
College of Coastal Georgia,0.259672917981942
New Mexico State University-Grants,0.259687103318666
Gordon State College,0.259811908102861
Del Mar College,0.259816748539474
Dabney S Lancaster Community College,0.259969806871068
Chattahoochee Valley Community College,0.259975992627522
Peninsula College,0.260206892216813
New Mexico State University-Alamogordo,0.260227525252578
Jefferson College,0.260309130093264
Reedley College,0.260322029628401
Moberly Area Community College,0.260342537824163
Atlantic Cape Community College,0.260369320641117
Navarro College,0.26039163890152
Mayland Community College,0.260398664855105
Fresno City College,0.260423267822211
Gwinnett Technical College,0.260489987525884
Durham Technical Community College,0.260513539891711
Northwest Mississippi Community College,0.260979536982968
McDowell Technical Community College,0.261029435383767
Central Piedmont Community College,0.261144348137966
Kapiolani Community College,0.261178189693561
Herkimer County Community College,0.261360891942114
Texas State Technical College-West Texas,0.261517621639581
Chabot College,0.261611171921073
Cleveland Institute of Art,0.261713097774479
Trocaire College,0.262028406208656
Dakota County Technical College,0.262246896206856
Carl Albert State College,0.262451862024825
Southwest Texas Junior College,0.262549209267573
York College,0.262711920779961
Thomas Nelson Community College,0.262816400961273
Central New Mexico Community College,0.26294760026169
Pennsylvania Institute of Technology,0.263144932322388
Northwest College,0.263150704993911
Anoka-Ramsey Community College,0.263215203765881
Alpena Community College,0.263296687890597
Louisiana State University-Eunice,0.263298501582806
Spokane Community College,0.2634190250743
Wor-Wic Community College,0.263452220166236
Trinity College of Florida,0.263538109276977
Allegany College of Maryland,0.263568732137255
Redlands Community College,0.263641176005944
St Clair County Community College,0.263738942160811
Western Iowa Tech Community College,0.263985686012776
Hiwassee College,0.264050260912232
Mount Wachusett Community College,0.264172756272711
Harrisburg Area Community College-Harrisburg,0.264200627534139
Daytona State College,0.264364353631235
Northwest State Community College,0.264740594074268
Southwestern College,0.264787746416799
University of Hawaii Maui College,0.264844316717428
Washington County Community College,0.26510013287708
Texarkana College,0.265158493876017
Florida Keys Community College,0.26518569746981
Columbia State Community College,0.265294244817073
Spokane Falls Community College,0.26589979535179
Kuyper College,0.266001235974097
Ventura College,0.26607072347979
Feather River Community College District,0.266320069363364
Kent State University at Trumbull,0.266452645501212
Darton State College,0.26675236923368
Southwest Wisconsin Technical College,0.266847855486216
Hennepin Technical College,0.266854010907715
Rosedale Technical Institute,0.267091456171047
Yavapai College,0.26710642508608
Moraine Park Technical College,0.267379386668549
University of Maine at Machias,0.267432775726506
East Central Community College,0.267469906532251
Walters State Community College,0.267510406563443
Savannah Technical College,0.267561433302072
Kent State University at Ashtabula,0.267709228505781
Fayetteville Technical Community College,0.267884126643092
Delta College,0.268223160422972
State Fair Community College,0.268349084961997
James A Rhodes State College,0.268419341912328
Western Piedmont Community College,0.268583099626011
North Hennepin Community College,0.268645835037901
Asheville-Buncombe Technical Community College,0.268720123527103
Mars Hill University,0.269236430254006
Vance-Granville Community College,0.269635109156503
Cottey College,0.269802114799545
Southern Virginia University,0.269859016421108
Laurel University,0.269864335410812
University of Maine at Presque Isle,0.269905398902294
Wayne Community College,0.270003174305197
Northeastern Oklahoma A&M College,0.27005161396894
Crowder College,0.270087471039793
North Central University,0.270252254881034
Northeast Alabama Community College,0.270313668368597
Lower Columbia College,0.2704300324143
Berkshire Community College,0.270459964638204
Mayville State University,0.270678759352557
Cape Cod Community College,0.270741632674037
McLennan Community College,0.270779382343346
Cornish College of the Arts,0.27085494132467
West Liberty University,0.270886723968312
Nashville State Community College,0.270904749853545
Itawamba Community College,0.27092526551015
Rochester Community and Technical College,0.271536829067367
Fulton-Montgomery Community College,0.271736924008771
Grays Harbor College,0.271839546183522
Harcum College,0.27186646212971
Minnesota West Community and Technical College,0.272309456406791
Eastern Wyoming College,0.272326496025286
Danville Area Community College,0.272371494898816
Helena College University of Montana,0.272409963828592
Northland Community and Technical College,0.27260088694442
North Central Missouri College,0.273077444666009
Central Lakes College-Brainerd,0.273089897465698
Morton College,0.273194748154025
Meridian Community College,0.273314986449985
Linn-Benton Community College,0.273346929943263
Hibbing Community College,0.273409018574925
Nunez Community College,0.273460130251879
Honolulu Community College,0.27351510606673
Coconino Community College,0.273584247416329
Cape Fear Community College,0.27362356330461
Western Technical College,0.27409556861213
El Paso Community College,0.274387320312569
Colorado Mountain College,0.274617198071967
Northeast State Community College,0.274957240447596
Mineral Area College,0.274994069967236
Ridgewater College,0.275199565329321
Johnson University Florida,0.275299964168488
Bloomfield College,0.275373096154515
York County Community College,0.275446033146142
Temple College,0.275559225440422
Western Nevada College,0.275778263408422
Sacramento City College,0.275853434709268
Lamar State College-Port Arthur,0.275962908010413
Coker College,0.275977455111607
Salish Kootenai College,0.275998951687925
Monroe County Community College,0.276029250957008
Lake Superior College,0.276155250514664
Santa Fe Community College,0.276204507874839
Highland Community College,0.276275724669614
Tri-County Technical College,0.27650808148723
Three Rivers Community College,0.276511710064361
Blue Mountain Community College,0.27661552766835
Dyersburg State Community College,0.276711781997024
Lorain County Community College,0.277287542970974
Hinds Community College,0.277404454967506
Aiken Technical College,0.277961073563929
Roane State Community College,0.278025948311259
Pittsburgh Institute of Mortuary Science Inc,0.278313471635859
Grand Rapids Community College,0.278537429615023
University of Akron Wayne College,0.278782961332629
Nash Community College,0.27903983414817
Columbia-Greene Community College,0.27905558999216
Orange County Community College,0.27914467431
Brevard College,0.279239857173702
Bay de Noc Community College,0.279326183024307
Mitchell College,0.279555841004635
Murray State College,0.279561482049246
Spartanburg Methodist College,0.279697094738659
Estrella Mountain Community College,0.279701646189811
Southwest Collegiate Institute for the Deaf,0.279792157379905
Leeward Community College,0.279835086418194
Phoenix College,0.28013538538901
Lamar State College-Orange,0.280173685751827
Glen Oaks Community College,0.280179135264215
Midlands Technical College,0.280221024932842
Johnston Community College,0.280312782467383
Cleveland State Community College,0.280788377381173
Springfield Technical Community College,0.280820998587174
Southwestern Community College,0.280873515016938
Watkins College of Art Design & Film,0.280962913563241
Orleans Technical Institute,0.28109269635701
Toccoa Falls College,0.281302083341445
Kalamazoo Valley Community College,0.281519858244009
University of New Mexico-Gallup Campus,0.281914721866483
Pellissippi State Community College,0.28196220233139
Ranger College,0.282102788617625
Arlington Baptist College,0.282168899329833
Kilgore College,0.282423356878958
Crossroads College,0.282477749522828
Aims Community College,0.2826856624191
Atlanta Metropolitan State College,0.282722058050528
GateWay Community College,0.282967923939912
San Antonio College,0.283210747508854
Isothermal Community College,0.283260868415084
University of Arkansas Community College-Morrilton,0.283265002326808
Technical College of the Lowcountry,0.283445286751177
East Arkansas Community College,0.283474423845874
Blackhawk Technical College,0.283490146177866
Jamestown Community College,0.283542619603955
Forsyth Technical Community College,0.284127777937147
Hocking College,0.28446020799139
Minnesota State College-Southeast Technical,0.284764090059499
Montcalm Community College,0.284911555506997
Cuyahoga Community College District,0.285186081926141
Baker College of Cadillac,0.285202199247764
College of the Redwoods,0.285208303747642
Ivy Tech Community College,0.285257438658192
Wilkes Community College,0.285284576310554
Southeastern Community College,0.285310437803997
Foothill College,0.285374659066797
Salem Community College,0.285396303044604
Wentworth Military Academy & Junior College,0.285418730525756
Northeast Mississippi Community College,0.285486055701506
Chattanooga State Community College,0.285660329505056
East Mississippi Community College,0.285809803098425
College of the Siskiyous,0.285896740516646
Windward Community College,0.286710864871117
Clovis Community College,0.286716540645053
Houston Community College,0.286765350871323
University of New Mexico-Valencia County Campus,0.286899766146534
Illinois Valley Community College,0.286930599009636
University of New Mexico-Taos Campus,0.286953337101062
Sinclair Community College,0.286958082845319
Luna Community College,0.286965933392182
Central Ohio Technical College,0.287046982040614
Oregon Coast Community College,0.287052326411582
Wilson Community College,0.287081548718944
San Joaquin Delta College,0.287313833971862
Caldwell Community College and Technical Institute,0.287504863952945
Washington State Community College,0.287602724152391
East Georgia State College,0.287605214807234
North Arkansas College,0.287692230871427
Gateway Technical College,0.287738936290002
Pennsylvania College of Art and Design,0.287786490094257
Guilford Technical Community College,0.288021445889922
Bossier Parish Community College,0.288220587423433
South Central College,0.288293299365868
Haywood Community College,0.288510013261376
Rose State College,0.288725684203309
Holmes Community College,0.28890245819183
Northwestern Michigan College,0.288916570449287
North Shore Community College,0.288984089766747
University of New Mexico-Los Alamos Campus,0.289082465096377
Owens Community College,0.289344217648926
Pitt Community College,0.289516577550035
Garrett College,0.290208111150069
Ferrum College,0.290349064362961
Blue Ridge Community College,0.29037095290606
North Central Michigan College,0.290617563015442
Saint Paul College,0.290681513641913
Barclay College,0.2910583534314
Mohave Community College,0.291068838086986
Carteret Community College,0.291142047997906
North Idaho College,0.291387284148833
Saint Louis Christian College,0.29151286369531
South Arkansas Community College,0.291943412820718
Bramson ORT College,0.292356480417987
Burlington College,0.292395672199954
Ozarks Technical Community College,0.292763340095788
University of South Carolina-Lancaster,0.292764582394146
Paris Junior College,0.292843614415516
Southwestern Oregon Community College,0.293223715101785
Central Oregon Community College,0.293225214554802
